termo,df_estimado,idf
choppy editing,18,8.875359305043844
chopra,25,8.561701746188803
chops,74,7.502310170673975
chord,44,8.013135794439966
chords,16,8.98658494015407
chore,74,7.502310170673975
chore sit,27,8.487593774035082
chore watch,16,8.98658494015407
choreographed,150,6.802518447395362
choreographer,44,8.013135794439966
choreography,180,6.62130125294446
chores,22,8.684304068281136
chorus,107,7.137667057086066
chorus girls,13,9.180740954595027
chorus line,21,8.72875583085197
chose,371,5.900904429937139
chosen,394,5.840912519309164
chou,9,9.517213191216241
chow,48,7.927977986099659
chris,549,5.509880005983769
chris cooper,24,8.600922459342085
chris farley,27,8.487593774035082
chris kattan,14,9.111748083108075
chris klein,23,8.64174445386234
chris penn,23,8.64174445386234
chris rock,58,7.742260840304566
chris sarandon,29,8.41860090254813
chrissy,16,8.98658494015407
christ,191,6.5623029121825045
christensen,28,8.452502454223811
christian,460,5.686400241213637
christian film,17,8.92942652631412
christian movie,17,8.92942652631412
christian slater,15,9.047209561970504
christianity,100,7.204677767369026
christians,112,7.092410465497945
christie,88,7.3311619144781455
christies,24,8.600922459342085
christina,111,7.101299412915191
christina applegate,16,8.98658494015407
christina ricci,46,7.969650682500228
christine,91,7.2980097071612455
christmas,588,5.4413721005586995
christmas carol,39,8.130918830096348
christmas connecticut,9,9.517213191216241
christmas eve,43,8.035608650292025
christmas film,14,9.111748083108075
christmas movie,32,8.323290722743806
christmas movies,14,9.111748083108075
christmas present,21,8.72875583085197
christmas season,19,8.824066010656296
christmas special,17,8.92942652631412
christmas story,24,8.600922459342085
christmas time,18,8.875359305043844
christmas tree,22,8.684304068281136
christmas vacation,20,8.775275846486863
christopher,603,5.416224086275471
christopher boyce,11,9.334891634422286
christopher eccleston,26,8.523961418205957
christopher guest,14,9.111748083108075
christopher lambert,27,8.487593774035082
christopher lee,73,7.515733191006116
christopher lloyd,40,8.106226217505977
christopher nolan,20,8.775275846486863
christopher plummer,25,8.561701746188803
christopher reeve,28,8.452502454223811
christopher walken,126,6.975611197751695
christs,22,8.684304068281136
christy,32,8.323290722743806
christy brown,16,8.98658494015407
christys,8,9.622573706874066
chronic,32,8.323290722743806
chronicle,20,8.775275846486863
chronicles,91,7.2980097071612455
chronicling,14,9.111748083108075
chronological,53,7.8308142376460115
chronological order,35,8.236279345754177
chronologically,26,8.523961418205957
chronology,29,8.41860090254813
chubby,47,7.948597273302394
chuck,220,6.421635582692533
chuck connors,27,8.487593774035082
chuck jones,19,8.824066010656296
chuck norris,73,7.515733191006116
chuckle,134,6.914523505771856
chuckled,29,8.41860090254813
chuckles,74,7.502310170673975
chuckling,31,8.354062381410559
chucks,28,8.452502454223811
chucky,43,8.035608650292025
chump,15,9.047209561970504
chung,14,9.111748083108075
chunk,49,7.90777527878214
chunks,43,8.035608650292025
chunky,19,8.824066010656296
chupacabra,31,8.354062381410559
church,468,5.669195515764007
churches,26,8.523961418205957
churchill,33,8.293437759594124
churchs,20,8.775275846486863
churn,30,8.38581107972514
churned,37,8.1822121244839
churning,45,7.991156887721191
churns,20,8.775275846486863
chávez,6,9.873888135154973
château,15,9.047209561970504
cia,165,6.707810495853742
cia agent,34,8.264450222720871
cia operative,14,9.111748083108075
cigar,47,7.948597273302394
cigarette,101,7.194825470926014
cigarettes,55,7.794446593475136
cigars,23,8.64174445386234
cillian,37,8.1822121244839
cillian murphy,34,8.264450222720871
cimarron,12,9.25484892674875
cimino,19,8.824066010656296
ciminos,12,9.25484892674875
cinderella,90,7.308938777693435
cinderella story,15,9.047209561970504
cinderellas,18,8.875359305043844
cindy,49,7.90777527878214
cindy lou,10,9.421903011411915
cinema,2254,4.098893032273507
cinema experience,16,8.98658494015407
cinema film,41,8.082128665926916
cinema films,14,9.111748083108075
cinema good,17,8.92942652631412
cinema great,14,9.111748083108075
cinema history,58,7.742260840304566
cinema just,22,8.684304068281136
cinema like,18,8.875359305043844
cinema movie,31,8.354062381410559
cinema really,14,9.111748083108075
cinema release,18,8.875359305043844
cinema seen,16,8.98658494015407
cinema time,16,8.98658494015407
cinema verite,12,9.25484892674875
cinema watch,15,9.047209561970504
cinema years,15,9.047209561970504
cinemas,162,6.726048083403524
cinemascope,26,8.523961418205957
cinematic,802,5.131443570263524
cinematic equivalent,14,9.111748083108075
cinematic experience,36,8.20888037156606
cinematic history,40,8.106226217505977
cinematic masterpiece,24,8.600922459342085
cinematically,31,8.354062381410559
cinematographer,176,6.643648551636456
cinematographers,21,8.72875583085197
cinematographic,54,7.812465098977815
cinematography,1818,4.313756105692164
cinematography acting,21,8.72875583085197
cinematography beautiful,27,8.487593774035082
cinematography best,15,9.047209561970504
cinematography direction,18,8.875359305043844
cinematography editing,29,8.41860090254813
cinematography excellent,37,8.1822121244839
cinematography film,27,8.487593774035082
cinematography good,48,7.927977986099659
cinematography great,35,8.236279345754177
cinematography just,21,8.72875583085197
cinematography music,20,8.775275846486863
cinematography pretty,17,8.92942652631412
cinematography stunning,14,9.111748083108075
cinemax,47,7.948597273302394
circa,78,7.4503504317432645
circle,171,6.672303807396832
circles,94,7.265921392609745
circling,26,8.523961418205957
circuit,61,7.692663899165194
circular,31,8.354062381410559
circulation,21,8.72875583085197
circumstance,58,7.742260840304566
circumstances,416,5.7867120624114845
circus,145,6.83619166250195
cite,20,8.775275846486863
cited,25,8.561701746188803
cities,149,6.80916299011403
citizen,208,6.477464032245475
citizen kane,126,6.975611197751695
citizens,172,6.666506689712507
city,1683,4.390871089408014
city film,17,8.92942652631412
city god,20,8.775275846486863
city hall,22,8.684304068281136
city life,15,9.047209561970504
city lights,18,8.875359305043844
city new,21,8.72875583085197
citys,55,7.794446593475136
civic,17,8.92942652631412
civil,273,6.2066701778222155
civil rights,34,8.264450222720871
civil war,198,6.526493459485794
civilian,59,7.725453721988185
civilian life,16,8.98658494015407
civilians,74,7.502310170673975
civilisation,26,8.523961418205957
civilised,14,9.111748083108075
civilization,148,6.815851978264827
civilizations,14,9.111748083108075
civilized,49,7.90777527878214
cj,14,9.111748083108075
cky,19,8.824066010656296
clad,81,7.413079036946033
claim,371,5.900904429937139
claimed,170,6.678134727707626
claiming,121,7.015777239477029
claims,364,5.9199009306277945
clair,21,8.72875583085197
claire,167,6.695834304807027
claire danes,60,7.708924420036975
claire denis,11,9.334891634422286
clairvoyant,14,9.111748083108075
clampett,10,9.421903011411915
clan,79,7.437771649536404
clancy,16,8.98658494015407
clandestine,20,8.775275846486863
clap,19,8.824066010656296
claptrap,30,8.38581107972514
clara,66,7.615105664819319
clare,19,8.824066010656296
clarence,52,7.849506370658164
clarify,32,8.323290722743806
clarissa,12,9.25484892674875
clarity,83,7.388981485366972
clark,224,6.403697882005866
clark gable,46,7.969650682500228
clark kent,19,8.824066010656296
clarke,69,7.571303042160927
clarks,22,8.684304068281136
clarkson,16,8.98658494015407
clash,94,7.265921392609745
clashes,27,8.487593774035082
clashing,14,9.111748083108075
class,1233,4.7017820797449525
class family,19,8.824066010656296
class film,23,8.64174445386234
class movie,13,9.180740954595027
class reunion,12,9.25484892674875
classe,8,9.622573706874066
classe tous,7,9.74035674253045
classed,18,8.875359305043844
classes,173,6.660742984995757
classic,3040,3.7998565965329214
classic american,17,8.92942652631412
classic bad,17,8.92942652631412
classic characters,14,9.111748083108075
classic cinema,16,8.98658494015407
classic comedy,36,8.20888037156606
classic dont,14,9.111748083108075
classic example,23,8.64174445386234
classic film,119,7.03230654142824
classic films,43,8.035608650292025
classic hollywood,16,8.98658494015407
classic horror,47,7.948597273302394
classic just,14,9.111748083108075
classic like,31,8.354062381410559
classic line,15,9.047209561970504
classic movie,66,7.615105664819319
classic movies,56,7.776747016375736
classic novel,27,8.487593774035082
classic rock,13,9.180740954595027
classic series,19,8.824066010656296
classic status,17,8.92942652631412
classic story,41,8.082128665926916
classic tale,22,8.684304068281136
classic time,17,8.92942652631412
classic tv,14,9.111748083108075
classical,176,6.643648551636456
classical music,58,7.742260840304566
classically,17,8.92942652631412
classics,464,5.677760878622929
classics like,46,7.969650682500228
classification,18,8.875359305043844
classified,71,7.543132165194231
classify,36,8.20888037156606
classmate,22,8.684304068281136
classmates,61,7.692663899165194
classroom,50,7.88797265148596
classy,102,7.18506929598065
claude,128,6.959985879848613
claude rains,21,8.72875583085197
claude van,20,8.775275846486863
claudette,17,8.92942652631412
claudette colbert,15,9.047209561970504
claudia,36,8.20888037156606
claudia black,13,9.180740954595027
claudine,12,9.25484892674875
claudio,22,8.684304068281136
claudius,27,8.487593774035082
claus,70,7.5571184071689705
clause,27,8.487593774035082
claustrophobia,31,8.354062381410559
claustrophobic,122,7.007613928837868
clavier,13,9.180740954595027
claw,48,7.927977986099659
claws,36,8.20888037156606
clay,76,7.475992862356602
claymation,25,8.561701746188803
clayton,48,7.927977986099659
clayton moore,23,8.64174445386234
clean,424,5.767709115285869
clean fun,25,8.561701746188803
cleancut,14,9.111748083108075
cleaned,51,7.868554565628858
cleaner,48,7.927977986099659
cleaners,12,9.25484892674875
cleaning,111,7.101299412915191
cleans,30,8.38581107972514
cleanse,20,8.775275846486863
cleansing,22,8.684304068281136
clear,1455,4.536350055453655
clear director,13,9.180740954595027
clear film,28,8.452502454223811
clear movie,26,8.523961418205957
cleared,34,8.264450222720871
clearer,47,7.948597273302394
clearing,19,8.824066010656296
clearly,1557,4.468640057779592
clearly best,17,8.92942652631412
clearly doesnt,14,9.111748083108075
clearly intended,14,9.111748083108075
clearly just,15,9.047209561970504
clearly meant,17,8.92942652631412
clearly shows,23,8.64174445386234
clearly visible,19,8.824066010656296
cleavage,41,8.082128665926916
cleaver,15,9.047209561970504
cleef,19,8.824066010656296
cleese,27,8.487593774035082
clementine,12,9.25484892674875
cleo,12,9.25484892674875
cleopatra,40,8.106226217505977
clerk,88,7.3311619144781455
clerks,36,8.20888037156606
cleveland,30,8.38581107972514
clever,1029,4.882484202986604
clever film,17,8.92942652631412
clever funny,28,8.452502454223811
clever movie,15,9.047209561970504
clever plot,19,8.824066010656296
clever script,15,9.047209561970504
clever way,24,8.600922459342085
cleverly,174,6.6550123102867715
cleverly written,21,8.72875583085197
cleverness,63,7.660915200850614
cliche,156,6.763552478861977
cliched,87,7.342461469732079
cliches,118,7.040674791098756
cliché,579,5.456770180669821
cliché book,18,8.875359305043844
cliché characters,16,8.98658494015407
cliché ridden,14,9.111748083108075
clichéd,360,5.930920325877405
clichéridden,27,8.487593774035082
clichés,564,5.482972553063845
click,84,7.377147027719969
clicked,28,8.452502454223811
clicking,16,8.98658494015407
clicks,18,8.875359305043844
client,68,7.585691779613026
clients,60,7.708924420036975
cliff,160,6.738393919225823
cliffhanger,56,7.776747016375736
clifford,24,8.600922459342085
cliffs,34,8.264450222720871
clifton,22,8.684304068281136
climactic,165,6.707810495853742
climactic scene,27,8.487593774035082
climate,61,7.692663899165194
climatic,56,7.776747016375736
climax,754,5.193080534961261
climax film,46,7.969650682500228
climax just,14,9.111748083108075
climax movie,28,8.452502454223811
climaxes,37,8.1822121244839
climb,91,7.2980097071612455
climbed,18,8.875359305043844
climber,14,9.111748083108075
climbing,83,7.388981485366972
climbs,44,8.013135794439966
cling,19,8.824066010656296
clinging,20,8.775275846486863
clinic,60,7.708924420036975
clinical,34,8.264450222720871
clint,201,6.511530586809081
clint eastwood,128,6.959985879848613
clint eastwoods,34,8.264450222720871
clint howard,20,8.775275846486863
clinton,37,8.1822121244839
clip,131,6.9369963616239145
clipped,27,8.487593774035082
clips,253,6.282464017191749
clique,30,8.38581107972514
clive,90,7.308938777693435
